unit_type_id,property_id,name,created_at,updated_at,deleted_at
1162,PR0294,Downstairs Room 2A,,2023-03-07 10:10,
1163,PR0339,Standard Type,,2023-03-07 10:10,
1164,PR0345,Bungalow Twin,,2023-03-07 10:10,
1165,PR0345,Standard Double,,2023-03-07 10:10,
1166,PR0345,Standard Twin,,2023-03-07 10:10,
1167,PR0363,Beds24 Additional Type 0,,2023-03-04 06:21,2023-03-04 06:21
1168,PR0363,Beds24 Additional Type 1,,2023-03-04 06:21,2023-03-04 06:21
1169,PR0363,Despacito Loft & Lounge - 1,,2023-03-06 09:56,
1170,PR0363,Despacito Loft & Lounge - 2,,2023-03-06 09:56,
1171,PR0363,Despacito Loft & Lounge - 3,,2023-03-06 09:56,
1172,PR0363,Despacito Loft & Lounge - 4,,2023-03-06 09:56,
1173,PR0363,Despacito Loft & Lounge - 5,,2023-03-06 09:56,
1174,PR0363,Despacito Loft & Lounge - 6,,2023-03-06 09:56,
1175,PR0371,Standard Twin,,2023-03-07 10:10,
1176,PR0371,Superior Double,,2023-03-07 10:10,
1177,PR0371,Standard Double,,2023-03-07 10:10,
1178,PR0373,Villa Olel - Suite 2,,2023-03-07 10:10,
1179,PR0395,Apartment Merapi View,,2023-03-07 10:10,
1180,PR0442,Double,,2023-03-07 10:10,
1181,PR0475,Lumbung,,2023-03-07 10:10,
1182,PR0494,Standard,,2023-03-06 09:20,
1183,PR0494,Lumbung,,2023-03-06 09:20,
1184,PR0519,Standard,,2023-03-07 10:10,
1185,PR0554,Standard (Extra Bed Available),,2023-12-01 02:28,
1186,PR0684,Sofa,,2023-05-12 06:36,
1187,PR0684,Standard,,2023-05-12 06:36,
1188,PR0383,Family,2023-03-06 08:58,2023-03-06 08:59,
1189,PR0383,Studio,2023-03-06 08:59,2023-03-06 08:59,
1190,PR0769,Villa - 1,2023-03-13 06:20,2023-06-07 04:09,
1191,PR0769,Villa - 2,2023-03-13 06:20,2023-06-07 04:09,
1192,PR0769,Villa Permana Bingin 3,2023-03-13 06:20,2023-04-25 08:19,2023-04-25 08:19
1193,PR0770,Entire Villa,2023-03-23 06:52,2023-04-06 01:51,
1194,PR0768,Entire Villa,2023-03-25 07:43,2023-04-05 08:17,
1195,PR0772,Ground floor,2023-04-07 06:42,2023-04-25 08:31,
1196,PR0772,1st Floor,2023-04-07 06:42,2023-04-25 08:31,
1197,PR0771,Double Bed ,2023-04-12 10:47,2023-04-14 04:08,
1198,PR0774,Villa,2023-04-13 06:12,2023-04-20 04:33,
1199,PR0771,Double Bed ,2023-04-14 03:56,2023-04-14 04:01,2023-04-14 04:01
1200,PR0776,Rara Villa,2023-04-21 03:42,2023-04-21 03:42,
1201,PR0775,Entire Villa - The Rampage House,2023-04-21 07:53,2023-04-21 07:53,
1202,PR0773,Wooden House,2023-04-25 02:03,2023-06-14 04:21,
1203,PR0773,Wooden House 2,2023-04-25 02:03,2023-06-14 04:21,2023-06-14 04:21
1204,PR0773,Full House,2023-04-25 02:04,2023-06-14 04:21,
1205,PR0575,Double (near Construction),2023-05-04 09:23,2023-06-28 07:18,
1206,PR0760,Entire Villa,2023-05-09 07:53,2023-05-09 07:53,
1207,PR0245,Deluxe Twin,2023-05-11 04:39,2023-05-11 04:42,
1208,PR0245,Deluxe Double,2023-05-11 04:42,2023-05-11 04:42,
1209,PR0245,Standard Double,2023-05-11 04:42,2023-05-11 04:42,
1210,PR0245,Standard Double Non Allocation,2023-05-11 04:42,2023-05-11 04:42,
1211,PR0245,Standard Twin Non Allocation,2023-05-11 04:42,2023-05-11 04:42,
1212,PR0245,Deluxe Double Non Allocation,2023-05-11 04:42,2023-05-11 04:42,
1213,PR0245,Family Non Allocation,2023-05-11 04:42,2023-05-11 04:42,
1214,PR0282,Downstairs Non Hot Water,2023-05-22 18:53,2023-05-22 18:53,
1215,PR0282,Upstairs Non Hot Water,2023-05-22 18:53,2023-05-22 18:53,
1216,PR0777,Casa Fermina,2023-05-24 05:07,2023-05-24 05:07,
1217,PR0778,Villa Arjuna 17,2023-05-24 08:01,2023-07-12 09:43,
1218,PR0779,Villa Raava,2023-05-24 09:40,2023-05-24 09:40,
1219,PR0427,Bungalow (Non Allocation),2023-06-06 09:42,2023-06-06 09:42,
1220,PR0769,Villa - 3,2023-06-07 04:09,2023-06-07 04:09,
1221,PR0728,Honeymoon Room,2023-06-13 10:00,2023-06-13 10:00,
1222,PR0781,Twin,2023-06-14 02:59,2023-06-14 02:59,
1223,PR0781,Double,2023-06-14 02:59,2023-06-14 02:59,
1224,PR0782,BOX A & B (KAPSUL),2023-06-20 04:06,2023-09-06 05:22,
1225,PR0782,BOX C (KAPSUL),2023-06-20 04:06,2023-09-06 05:22,
1226,PR0782,DORM,2023-06-20 04:06,2023-07-04 08:25,2023-07-04 08:25
1227,PR0782,PRIVATE,2023-06-20 04:06,2023-09-06 05:22,
1228,PR0780,Villa,2023-06-20 04:44,2023-06-20 05:18,
1229,PR0783,Upstairs,2023-06-26 07:49,2023-06-26 07:49,
1230,PR0783,Downstairs,2023-06-26 07:49,2023-06-26 07:49,
1231,PR0575,New Building Upstairs,2023-06-28 07:17,2023-06-28 07:18,
1232,PR0575,New Building Downstairs,2023-06-28 07:18,2023-06-28 07:18,
1233,PR0761,Suite,2023-07-08 07:52,2023-07-08 07:52,
1234,PR0784,Entire Villa,2023-07-11 05:33,2023-07-11 05:33,
1235,PR0782,DORM (BUNK BEDS),2023-07-12 07:36,2023-09-06 05:22,
1236,PR0254,Double Balcony,2023-07-17 02:15,2023-07-17 02:20,
1237,PR0785,Istana Benji,2023-07-19 08:02,2023-07-19 10:05,
1238,PR0786,Entire,2023-07-25 06:18,2023-08-28 07:03,
1239,PR0787,Pondok Utari,2023-07-25 07:21,2023-07-25 07:21,
1240,PR0115,House,2023-08-03 04:34,2023-08-03 04:34,
1241,PR0788,Entire ,2023-08-04 02:22,2023-08-04 02:22,
1242,PR0789,Deluxe,2023-08-07 08:48,2023-08-07 08:48,
1243,PR0792,Bungalow ,2023-09-03 04:56,2023-10-03 04:05,
1244,PR0792,Cottage,2023-09-03 04:59,2023-10-03 04:05,
1245,PR0792,Lodge,2023-09-03 04:59,2023-10-03 04:05,
1246,PR0791,Regular first floor,2023-09-05 05:16,2023-09-07 05:53,
1247,PR0791,Regular second floor,2023-09-05 05:21,2023-09-07 05:53,
1248,PR0791,Loft second floor,2023-09-05 05:21,2023-09-07 05:53,
1249,PR0795,Entire - Villa Jado 2,2023-09-07 06:20,2023-09-17 03:19,
1250,PR0794,Entire - Villa Jado 1,2023-09-07 09:15,2023-09-07 09:15,
1251,PR0797,Entire Villa,2023-09-20 02:10,2023-10-15 06:29,
1252,PR0793,Entire Villa,2023-09-20 06:22,2024-03-30 10:21,
1253,PR0793,Bang bed,2023-09-20 06:22,2023-09-26 07:44,2023-09-26 07:44
1254,PR0790,Villa,2023-09-21 08:22,2023-09-21 08:22,
1255,PR0800,Villa,2023-09-25 02:53,2023-09-25 02:53,
1256,PR0792,Pool,2023-10-03 04:05,2023-10-03 04:05,
1257,PR0801,Villa,2023-10-20 08:49,2023-10-20 08:49,
1258,PR0802,Villa,2023-10-22 09:05,2023-10-31 02:56,
1259,PR0805,Entire Villa,2023-11-02 03:45,2024-04-19 03:26,
1260,PR0806,Entire Villa,2023-11-12 02:18,2023-11-15 02:30,
1261,PR0803,Villa,2023-11-12 03:46,2023-11-29 02:46,
1262,PR0809,Standard,2023-11-15 06:50,2023-12-10 04:16,
1263,PR0809,Main Room (Joglo),2023-11-15 06:50,2023-12-10 04:16,
1264,PR0809,Bambu 3,2023-11-15 06:50,2023-12-10 01:43,2023-12-10 01:43
1265,PR0088,Villa Tortoise - Room 2,2023-11-30 15:12,2023-11-30 15:12,
1266,PR0554,Wooden,2023-12-01 02:25,2023-12-01 02:28,
1267,PR0813,Standard ,2023-12-02 06:31,2023-12-02 06:31,
1268,PR0824,Entire Villa,2023-12-23 06:16,2023-12-24 09:04,
1269,PR0829,Villa 2BR,2024-01-12 03:54,2024-01-12 03:54,
1270,PR0829,Villa 1BR,2024-01-12 03:54,2024-01-12 03:54,
1271,PR0827,Cabin,2024-01-14 05:59,2024-01-14 05:59,
1272,PR0810,Jineng,2024-01-15 05:39,2024-02-08 03:19,
1273,PR0830,Villa Kelimpahan,2024-01-22 07:08,2024-01-23 04:34,
1274,PR0831,Villa Kekayaan,2024-01-22 07:54,2024-01-22 07:54,
1275,PR0830,Villa Kekayaan,2024-01-23 04:26,2024-01-23 04:34,
1276,PR0793,Room 1 (Upstairs),2024-01-26 04:06,2024-01-26 15:33,
1277,PR0793,Room 2 (Upstairs),2024-01-26 04:06,2024-01-26 15:33,
1278,PR0793,Room 3 (Downstairs),2024-01-26 04:07,2024-01-26 15:33,
1279,PR0793,Room 4 (Bunk Bed),2024-01-26 04:11,2024-01-26 15:33,
1280,PR0810,Lumbung Downstairs,2024-02-01 06:48,2024-02-02 03:34,2024-02-02 03:34
1281,PR0838,Guest House,2024-02-01 08:14,2024-02-22 08:32,2024-02-22 08:32
1282,PR0840,Villa,2024-02-05 09:35,2024-02-05 09:35,
1283,PR0838,Standard,2024-02-19 09:18,2024-02-22 08:32,
1284,PR0847,Villa Kelimpahan,2024-02-22 07:25,2024-02-22 07:25,
1285,PR0417,3BR Villa 3A,2024-02-26 07:32,2024-05-15 04:00,
1286,PR0849,Villa,2024-03-21 08:19,2024-03-21 08:19,
1287,PR0834,Villa,2024-03-21 08:38,2024-03-21 08:38,
1288,PR0851,Entire Villa,2024-03-27 05:02,2024-03-27 05:02,
1289,PR0837,1BR Queen (Aki),2024-03-31 07:29,2024-04-01 05:30,
1290,PR0837,1BR Queen Pool View (Haru),2024-03-31 07:29,2024-04-01 05:30,
1291,PR0837,1BR Queen (Natsu),2024-03-31 07:29,2024-04-01 05:30,
1292,PR0837,1BR Queen (Mimo),2024-03-31 07:29,2024-04-01 05:30,
1293,PR0837,1BR Twin (Sendai),2024-03-31 07:29,2024-04-01 05:30,
1294,PR0852,Entire Villa,2024-04-18 05:19,2024-04-18 05:44,
1295,PR0805,Standard,2024-04-19 03:26,2024-04-19 03:26,
1296,PR0861,Guest House,2024-04-26 05:41,2024-04-30 03:48,
1297,PR0864,Villa Lengkungan 1,2024-04-29 02:23,2024-04-29 09:03,
1298,PR0864,Villa Lengkungan 2,2024-04-29 02:24,2024-04-29 09:03,
1299,PR0864,Villa Lengkungan 3,2024-04-29 02:24,2024-04-29 09:03,
1300,PR0864,Villa Lengkungan 4,2024-04-29 02:24,2024-04-29 09:03,
1301,PR0858,Villa,2024-05-05 02:47,2024-05-05 02:47,
